mf_dcn_j1_a,mf_dcn_j1_aa,mf_dcn_j2_a,mf_dcn_j2_aa,mf_dcn_j3_a,mf_dcn_j3_aa,pc_dcn_j1_a,pc_dcn_j1_aa,pc_dcn_j2_a,pc_dcn_j2_aa,pc_dcn_j3_a,pc_dcn_j3_aa
1.29447,1.27803,0.00000,5.66815,0.00000,2.91616,1.28219,1.30173,16.85145,3.56913,14.03418,1.82257
