mf_dcn_j1_a,mf_dcn_j1_aa,mf_dcn_j2_a,mf_dcn_j2_aa,mf_dcn_j3_a,mf_dcn_j3_aa,pc_dcn_j1_a,pc_dcn_j1_aa,pc_dcn_j2_a,pc_dcn_j2_aa,pc_dcn_j3_a,pc_dcn_j3_aa
25.94735,26.33976,0.00000,119.01135,0.00000,60.44409,25.93352,26.36309,40.79068,76.27481,10.17189,38.71449
