mf_dcn_j1_a,mf_dcn_j1_aa,mf_dcn_j2_a,mf_dcn_j2_aa,mf_dcn_j3_a,mf_dcn_j3_aa,pc_dcn_j1_a,pc_dcn_j1_aa,pc_dcn_j2_a,pc_dcn_j2_aa,pc_dcn_j3_a,pc_dcn_j3_aa
3.91838,3.89205,0.00000,17.36353,0.00000,8.87033,3.90238,3.91555,19.62846,10.94189,16.54623,5.59554
