Simulation Complete...
         65697726 function calls (65659680 primitive calls) in 72.016 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_bases.py:677(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 profiledir.py:31(ProfileDir)
        1    0.000    0.000    0.000    0.000 _decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pep440.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:511(FrameInfo)
        2    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:794(zip_children)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
        8    0.000    0.000    0.000    0.000 weakref.py:290(update)
       18    0.000    0.000    0.000    0.000 transforms.py:55(_make_str_method)
       50    0.000    0.000    0.000    0.000 getlimits.py:102(_float_conv)
       56    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
       36    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.002    0.002 python.py:1(<module>)
       39    0.000    0.000    0.000    0.000 magic_arguments.py:256(__init__)
       13    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
       11    0.000    0.000    0.000    0.000 rcsetup.py:361(_validate_cmap)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
      158    0.000    0.000    0.000    0.000 contextlib.py:423(__enter__)
        1    0.000    0.000    0.000    0.000 current.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scrollable_pane.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inputhook.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1920(Chebyshev)
       36    0.000    0.000    0.000    0.000 construction.py:732(_sanitize_str_dtypes)
      224    0.000    0.000    0.000    0.000 multiarray.py:580(can_cast)
       17    0.000    0.000    0.000    0.000 inspect.py:2746(__hash__)
        1    0.000    0.000    0.000    0.000 ipapp.py:179(TerminalIPythonApp)
       19    0.000    0.000    0.000    0.000 base.py:7754(maybe_extract_name)
        6    0.000    0.000    0.000    0.000 nanops.py:103(__call__)
        2    0.000    0.000    0.000    0.000 _compatibility.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _basinhopping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:514(Distribution)
        1    0.000    0.000    0.031    0.031 _fontconfig_pattern.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _calamine.py:1(<module>)
       68    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x7ec20d2cb5b0}
        1    0.000    0.000    0.000    0.000 named_colors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textwrap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:430(DatetimeTimedeltaMixin)
       30    0.000    0.000    0.000    0.000 getlimits.py:708(min)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
        3    0.000    0.000    0.001    0.000 experiment_assets.py:115(_extract_axes)
        7    0.000    0.000    0.000    0.000 expatbuilder.py:917(parseString)
        3    0.000    0.000    0.000    0.000 TiffTags.py:455(<dictcomp>)
       48    0.000    0.000    0.000    0.000 argparse.py:248(add_text)
        1    0.000    0.000    0.000    0.000 pdb.py:129(Pdb)
        1    0.000    0.000    0.000    0.000 _lbfgsb_py.py:1(<module>)
        2    0.000    0.000    0.006    0.003 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:748(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 cyaml.py:1(<module>)
       36    0.000    0.000    0.000    0.000 construction.py:416(extract_array)
        1    0.000    0.000    0.001    0.001 _add_docstring.py:1(<module>)
        1    0.000    0.000    0.002    0.002 readers.py:1848(_make_engine)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
       10    0.000    0.000    0.001    0.000 extras.py:255(getdoc)
        1    0.000    0.000    0.000    0.000 _helpers.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
       10    0.000    0.000    0.000    0.000 _docscrape.py:531(_str_index)
        6    0.000    0.000    0.000    0.000 pathlib.py:1300(is_dir)
      173    0.000    0.000    0.000    0.000 traitlets.py:2982(subclass_init)
       22    0.000    0.000    0.000    0.000 _natype.py:11(_create_binary_propagating_op)
        1    0.000    0.000    0.000    0.000 pytables.py:3413(Table)
       40    0.000    0.000    0.000    0.000 shellapp.py:133(__getattribute__)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:159(NavigableAutoSuggestFromHistory)
        1    0.000    0.000    0.000    0.000 oinspect.py:459(Inspector)
        1    0.000    0.000    0.001    0.001 _lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:843(_engine)
        1    0.000    0.000    0.000    0.000 containers.py:1385(Window)
       61    0.000    0.000    0.000    0.000 _internal.py:8(get_xp)
        2    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _svdp.py:1(<module>)
      173    0.000    0.000    0.000    0.000 traitlets.py:3130(subclass_init)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 httpserver.py:46(HTTPServer)
        1    0.000    0.000    0.000    0.000 alias.py:1(<module>)
       10    0.000    0.000    0.000    0.000 axis.py:2339(_make_getset_interval)
       58    0.000    0.000    0.000    0.000 core.py:4602(<genexpr>)
        9    0.000    0.000    0.000    0.000 deprecation.py:152(_deprecated_property)
        1    0.000    0.000    0.000    0.000 managers.py:2265(_stack_arrays)
        7    0.000    0.000    0.000    0.000 core.py:1654(__radd__)
       51    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
       12    0.000    0.000    0.000    0.000 base.py:6336(_maybe_downcast_for_indexing)
       28    0.000    0.000    0.001    0.000 _basic.py:16(_dispatch)
      156    0.000    0.000    0.000    0.000 core.py:912(postParse)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:106(DatetimeIndex)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
        5    0.000    0.000    0.000    0.000 platform.py:991(_sys_version)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        1    0.000    0.000    0.000    0.000 http1connection.py:109(HTTP1Connection)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:193(SelectivePolicy)
        1    0.000    0.000    0.000    0.000 _linprog_rs.py:1(<module>)
       13    0.000    0.000    0.000    0.000 core.py:8801(_replace_return_type)
        1    0.000    0.000    0.000    0.000 serializing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configurable.py:53(Configurable)
        4    0.000    0.000    0.000    0.000 colors.py:2630(Norm)
       18    0.000    0.000    0.000    0.000 core.py:1042(__init__)
        1    0.000    0.000    0.000    0.000 viser_visualizer.py:26(ViserVisualizer)
        1    0.000    0.000    0.000    0.000 patches.py:2380(BoxStyle)
        1    0.000    0.000    0.001    0.001 dumper.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
       75    0.000    0.000    0.000    0.000 multiarray.py:1098(copyto)
        8    0.000    0.000    0.020    0.002 __init__.py:64(__getattr__)
        1    0.000    0.000    0.000    0.000 groupby.py:766(BaseGroupBy)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
       10    0.000    0.000    0.000    0.000 argparse.py:1524(_get_positional_kwargs)
        1    0.000    0.000    0.000    0.000 patch_stdout.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:1687(__mul__)
        1    0.000    0.000    0.001    0.001 frame.py:698(__init__)
        1    0.000    0.000    0.004    0.004 _root.py:1(<module>)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:902(_resolve_name)
        2    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 page_navigation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _catch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 func2subr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrow_parser_wrapper.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
       14    0.000    0.000    0.000    0.000 expatbuilder.py:155(getParser)
       11    0.000    0.000    0.000    0.000 application.py:1093(boolean_flag)
        1    0.000    0.000    0.000    0.000 ExifTags.py:343(<dictcomp>)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mixins.py:92(NDArrayBackedExtensionArray)
       15    0.000    0.000    0.000    0.000 dtypes.py:831(construct_from_string)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_lu.py:14(<dictcomp>)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2769(NavigationToolbar2)
       22    0.000    0.000    0.000    0.000 config.py:883(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:1128(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 visualizer.py:87(Visualizer)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
        1    0.000    0.000    0.000    0.000 _decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
       44    0.000    0.000    0.000    0.000 core.py:4557(<genexpr>)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
        8    0.000    0.000    0.003    0.000 core.py:6454(__init__)
        1    0.000    0.000    0.001    0.001 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formatters.py:90(DisplayFormatter)
        2    0.000    0.000    0.001    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:106(WrappedCythonOp)
       16    0.000    0.000    0.000    0.000 doc.py:93(window_agg_numba_parameters)
        1    0.000    0.000    0.000    0.000 parse.py:473(urlsplit)
        1    0.000    0.000    0.000    0.000 tcpserver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:11(Parser)
        1    0.000    0.000    0.000    0.000 __init__.py:186(LegacyVersion)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       51    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _future.py:201(_AsyncSocket)
        1    0.000    0.000    0.000    0.000 _milp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:51(Script)
        1    0.000    0.000    0.000    0.000 range.py:137(__new__)
        1    0.000    0.000    0.005    0.005 stub_value.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        1    0.000    0.000    0.002    0.002 httputil.py:79(_ABNF)
        1    0.000    0.000    0.000    0.000 _docscrape.py:623(ClassDoc)
       44    0.000    0.000    0.002    0.000 core.py:4843(<genexpr>)
       22    0.000    0.000    0.000    0.000 util.py:212(__init__)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
       24    0.000    0.000    0.000    0.000 deprecation.py:203(<listcomp>)
       82    0.000    0.000    0.000    0.000 typing.py:1055(<genexpr>)
        1    0.000    0.000    0.000    0.000 message.py:111(Message)
        1    0.000    0.000    0.000    0.000 ops.py:569(BaseGrouper)
        6    0.000    0.000    0.000    0.000 platform.py:814(uname)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        6    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 analysis.py:1(<module>)
        2    0.000    0.000    0.000    0.000 managers.py:1882(from_array)
        1    0.000    0.000    0.000    0.000 boolean.py:1(<module>)
       92    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
        7    0.000    0.000    0.001    0.000 minidom.py:1991(parseString)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
       13    0.000    0.000    0.000    0.000 accessor.py:176(add_delegate_accessors)
        4    0.000    0.000    0.000    0.000 cast.py:1591(construct_1d_object_array_from_listlike)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
       49    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.001    0.001 keywords.py:1(<module>)
        1    0.000    0.000    0.001    0.001 profiledir.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pathlib.py:1432(expanduser)
        1    0.000    0.000    0.000    0.000 tempfile.py:677(SpooledTemporaryFile)
       12    0.000    0.000    0.000    0.000 base.py:4003(_check_indexing_method)
       13    0.000    0.000    0.000    0.000 mixins.py:46(_numeric_methods)
        1    0.000    0.000    0.000    0.000 tarfile.py:1664(TarFile)
        5    0.000    0.000    0.000    0.000 config.py:127(_get_single_key)
        1    0.000    0.000    0.000    0.000 plain_text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _coo.py:26(_coo_base)
        1    0.000    0.000    0.000    0.000 pytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:123(HtmlFormatter)
       12    0.000    0.000    0.000    0.000 core.py:6767(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:669(Bbox)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:304(_get_filepath_or_buffer)
        2    0.000    0.000    0.000    0.000 _strptime.py:83(<listcomp>)
        1    0.000    0.000    0.000    0.000 coloransi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
        2    0.000    0.000    0.000    0.000 core.py:6819(<listcomp>)
        1    0.000    0.000    0.000    0.000 missing.py:564(_array_equivalent_object)
        2    0.000    0.000    0.000    0.000 _strptime.py:90(<listcomp>)
        1    0.000    0.000    0.000    0.000 pep8.py:1(<module>)
       18    0.000    0.000    0.000    0.000 minidom.py:675(__init__)
        2    0.000    0.000    0.006    0.003 testing.py:1(<module>)
       15    0.000    0.000    0.000    0.000 base.py:592(_ensure_array)
       25    0.000    0.000    0.000    0.000 base.py:792(is_)
       18    0.000    0.000    0.000    0.000 base.py:520(register)
       64    0.000    0.000    0.000    0.000 common.py:24(unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 base_visualizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 httpclient.py:140(AsyncHTTPClient)
        1    0.000    0.000    0.001    0.001 script.py:74(ScriptMagics)
        1    0.000    0.000    0.000    0.000 debugger.py:203(Pdb)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:5637(__init__)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        8    0.000    0.000    0.000    0.000 nanops.py:68(__init__)
        1    0.000    0.000    0.001    0.001 _strptime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1080(poly1d)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dok.py:18(_dok_base)
        1    0.000    0.000    0.001    0.001 _docscrape.py:112(NumpyDocString)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.002    0.002 generator.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _linprog_highs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:108(BaseBlockManager)
        1    0.000    0.000    0.001    0.001 hashing.py:1(<module>)
       53    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        3    0.000    0.000    0.000    0.000 traitlets.py:2405(__init__)
        1    0.000    0.000    0.000    0.000 margins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layout.py:1(<module>)
       12    0.000    0.000    0.000    0.000 magic_arguments.py:134(add_usage)
       39    0.000    0.000    0.000    0.000 traitlets.py:1271(__init__)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:1610(SparseDtype)
        2    0.000    0.000    0.000    0.000 _strptime.py:49(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        1    0.000    0.000    0.000    0.000 flow_analysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tcpclient.py:1(<module>)
        1    0.000    0.000    0.002    0.002 grammar_parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 app.py:58(has_focus)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zmqstream.py:31(ZMQStream)
        1    0.000    0.000    0.000    0.000 _tnc.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        9    0.000    0.000    0.000    0.000 deprecation.py:174(finalize)
       24    0.000    0.000    0.000    0.000 deprecation.py:97(deprecated)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
       44    0.000    0.000    0.000    0.000 cache.py:23(func)
        1    0.000    0.000    0.000    0.000 trf_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:323(<listcomp>)
       44    0.000    0.000    0.000    0.000 cache.py:14(_memoize_default)
        1    0.000    0.000    0.003    0.003 _wcwidth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _cm_multivar.py:148(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1222(enable_packrat)
       69    0.000    0.000    0.000    0.000 __init__.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 access.py:167(DirectObjectAccess)
       14    0.000    0.000    0.000    0.000 expatbuilder.py:166(reset)
        1    0.000    0.000    0.000    0.000 search.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:464(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:498(HDFStore)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        1    0.000    0.000    0.000    0.000 strings.py:52(_override___module__)
        1    0.000    0.000    0.000    0.000 _meta.py:7(PackageMetadata)
        1    0.000    0.000    0.000    0.000 validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 io.py:1(<module>)
       12    0.000    0.000    0.008    0.001 magic_arguments.py:233(__call__)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 colors.py:1266(__init__)
        1    0.000    0.000    0.005    0.005 ExifTags.py:1(<module>)
       15    0.000    0.000    0.000    0.000 common.py:139(is_object_dtype)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:983(clear)
        1    0.000    0.000    0.000    0.000 web.py:2129(Application)
        3    0.000    0.000    0.000    0.000 typing.py:1171(__repr__)
       13    0.000    0.000    0.000    0.000 generic.py:589(_get_axis)
        6    0.000    0.000    0.000    0.000 filters.py:131(following_text)
        1    0.000    0.000    0.000    0.000 core.py:22(Evaluator)
        1    0.000    0.000    0.002    0.002 commands.py:1(<module>)
       13    0.000    0.000    0.000    0.000 core.py:8784(__init__)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        3    0.000    0.000    0.000    0.000 packaging.py:21(is_conda_environment)
       42    0.000    0.000    0.000    0.000 _constants.py:49(<genexpr>)
        1    0.000    0.000    0.000    0.000 image.py:233(_ImageBase)
        2    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 paths.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:779(__init__)
        6    0.000    0.000    0.000    0.000 attrsettr.py:17(__setattr__)
        1    0.000    0.000    0.000    0.000 _basic_backend.py:1(<module>)
        1    0.000    0.000    0.001    0.001 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       21    0.000    0.000    0.000    0.000 common.py:568(require_length_match)
        1    0.000    0.000    0.000    0.000 argparse.py:1839(parse_known_args)
        1    0.000    0.000    0.001    0.001 _dual_annealing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extbuild.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
     12/2    0.000    0.000    0.000    0.000 core.py:1747(makeOptionalList)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:357(__init__)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
       20    0.000    0.000    0.000    0.000 dataclasses.py:1049(<listcomp>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
       23    0.000    0.000    0.000    0.000 expr.py:295(_op_maker)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        1    0.000    0.000    0.000    0.000 legendre.py:1562(Legendre)
        9    0.000    0.000    0.000    0.000 __init__.py:1255(__init__)
        1    0.000    0.000    0.001    0.001 constructor.py:171(SafeConstructor)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
       24    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 text_sizing.py:1(<module>)
       15    0.000    0.000    0.000    0.000 loader.py:219(_is_section_key)
        1    0.000    0.000    0.000    0.000 colorbar.py:196(Colorbar)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        7    0.000    0.000    0.000    0.000 managers.py:180(blknos)
        1    0.000    0.000    0.000    0.000 numpy_.py:51(NumpyExtensionArray)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:637(_hash_fn)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.001    0.001 run_in_terminal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ultratb.py:322(TBTools)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 readers.py:1627(_get_options_with_defaults)
        7    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_add)
        1    0.000    0.000    0.002    0.002 history.py:37(HistoryMagics)
        1    0.000    0.000    0.000    0.000 recursion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
       14    0.000    0.000    0.000    0.000 lexer.py:43(__new__)
        1    0.000    0.000    0.000    0.000 formatters.py:348(BaseFormatter)
        6    0.000    0.000    0.000    0.000 common.py:97(is_bool_indexer)
       18    0.000    0.000    0.000    0.000 expatbuilder.py:789(end_element_handler)
       14    0.000    0.000    0.000    0.000 expatbuilder.py:809(reset)
        3    0.000    0.000    0.000    0.000 traitlets.py:2748(__init__)
        1    0.000    0.000    0.000    0.000 trf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
       17    0.000    0.000    0.000    0.000 construction.py:481(ensure_wrapped_if_datetimelike)
       15    0.000    0.000    0.000    0.000 dtypes.py:1835(construct_from_string)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:29(__array_namespace_info__)
       51    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
       23    0.000    0.000    0.000    0.000 __init__.py:34(using_copy_on_write)
        1    0.000    0.000    0.000    0.000 gepetto_visualizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:40(Context)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        4    0.000    0.000    0.000    0.000 base.py:840(__iter__)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 screen.py:1(<module>)
       18    0.000    0.000    0.000    0.000 minidom.py:898(_get_attributes)
        1    0.000    0.000    0.000    0.000 python.py:1111(NumPyLexer)
        2    0.000    0.000    0.000    0.000 __init__.py:899(_search_paths)
        1    0.000    0.000    0.002    0.002 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:40(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        7    0.000    0.000    0.000    0.000 expatbuilder.py:719(createParser)
        1    0.000    0.000    0.000    0.000 nested.py:1(<module>)
       11    0.000    0.000    0.000    0.000 loader.py:329(__getitem__)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1565(<listcomp>)
        1    0.000    0.000    0.000    0.000 iterative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2104(IdentityTransform)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        1    0.000    0.000    0.000    0.000 apply.py:118(Apply)
        1    0.000    0.000    0.000    0.000 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 {built-in method uarray._uarray.set_global_backend}
        1    0.000    0.000    0.006    0.006 colorizer.py:1(<module>)
        1    0.000    0.000    0.002    0.002 compressors.py:1(<module>)
      181    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
        1    0.000    0.000    0.000    0.000 param.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _highs_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:339(BaseExprVisitor)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       80    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 _base.py:327(Future)
        1    0.000    0.000    0.000    0.000 core.py:6798(__new__)
        3    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
