Simulation Complete...
         65697726 function calls (65659680 primitive calls) in 72.016 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _constants.py:95(TerminalOverrides)
        1    0.000    0.000    0.000    0.000 cursor_shapes.py:42(CursorShapeConfig)
        1    0.000    0.000    0.000    0.000 events.py:589(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 tasks.py:655(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 streams.py:117(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 unix_events.py:1415(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 history.py:37(DummyDB)
        1    0.000    0.000    0.000    0.000 history.py:114(HistoryAccessorBase)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 _formatting.py:74(PatchedTracebackException)
        1    0.000    0.000    0.000    0.000 _suppress.py:18(suppress)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:228(SeparateUnicode)
        1    0.000    0.000    0.000    0.000 hooks.py:92(CommandChainDispatcher)
        3    0.000    0.000    0.000    0.000 magic.py:78(needs_local_scope)
        1    0.000    0.000    0.000    0.000 display.py:631(Code)
        1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:992(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1018(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1029(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1045(Reader)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1421(_TypedDictSpecialForm)
        1    0.000    0.000    0.000    0.000 loader.py:742(_DefaultOptionDict)
        1    0.000    0.000    0.000    0.000 core.py:65(Variable)
        1    0.000    0.000    0.000    0.000 line_numbers.py:21(LineNumbers)
        1    0.000    0.000    0.000    0.000 terminal256.py:34(EscapeSequence)
        1    0.000    0.000    0.000    0.000 debugger.py:191(decorate_fn_with_doc)
        1    0.000    0.000    0.000    0.000 coloransi.py:102(InputTermColors)
        1    0.000    0.000    0.000    0.000 traitlets.py:3277(CaselessStrEnum)
        1    0.000    0.000    0.000    0.000 traitlets.py:4130(TCPAddress)
        1    0.000    0.000    0.000    0.000 sentinel.py:10(Sentinel)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:20(VisitingDistribution)
        1    0.000    0.000    0.000    0.000 __init__.py:69(Ext)
        1    0.000    0.000    0.000    0.000 webbrowser.py:139(BaseBrowser)
        1    0.000    0.000    0.000    0.000 webbrowser.py:205(UnixBrowser)
        1    0.000    0.000    0.000    0.000 error.py:126(InterruptedSystemCall)
        1    0.000    0.000    0.000    0.000 _backend.py:36(_backend_from_arg)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1850(_ConstraintWrapper)
        1    0.000    0.000    0.000    0.000 _kdtree.py:318(leafnode)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:20(MemoizeDer)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:18(Storage)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:11(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:285(BFGS)
        1    0.000    0.000    0.000    0.000 _lbfgsb_py.py:485(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 _interface.py:640(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 _docscrape.py:578(FunctionDoc)
        1    0.000    0.000    0.000    0.000 utils.py:1439(_Dummy)
        1    0.000    0.000    0.000    0.000 _base.py:98(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 message.py:309(set_payload)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 _util.py:648(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 colorbar.py:147(_ColorbarAxesLocator)
        1    0.000    0.000    0.000    0.000 arm_assets_v01.py:101(simplest_2dof_limb)
        1    0.000    0.000    0.000    0.000 streamplot.py:380(StreamMask)
        1    0.000    0.000    0.000    0.000 _trifinder.py:27(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 polar.py:274(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:326(ThetaTick)
        1    0.000    0.000    0.000    0.000 spines.py:494(SpinesProxy)
        1    0.000    0.000    0.000    0.000 category.py:169(UnitData)
        1    0.000    0.000    0.000    0.000 dates.py:567(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:597(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1214(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 _base.py:35(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1099(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1576(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 dviread.py:1023(_LuatexKpsewhich)
        1    0.000    0.000    0.000    0.000 _mathtext.py:69(VectorParse)
        1    0.000    0.000    0.000    0.000 _mathtext.py:91(RasterParse)
        1    0.000    0.000    0.000    0.000 _mathtext.py:661(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:997(Node)
        1    0.000    0.000    0.000    0.000 plistlib.py:324(_PlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:640(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 patches.py:2986(Arc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1165(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1467(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_tools.py:355(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:637(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 case.py:1419(_SubTest)
        1    0.000    0.000    0.000    0.000 abc.py:101(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 abc.py:150(ResourceLoader)
        1    0.000    0.000    0.000    0.000 core.py:5636(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 core.py:5965(SkipTo)
        1    0.000    0.000    0.000    0.000 util.py:130(LRUMemo)
        1    0.000    0.000    0.000    0.000 core.py:1060(NullCache)
        1    0.000    0.000    0.000    0.000 ImageFile.py:753(PyCodec)
        1    0.000    0.000    0.000    0.000 ImageFile.py:882(PyEncoder)
        1    0.000    0.000    0.000    0.000 scale.py:363(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:621(LogisticTransform)
        1    0.000    0.000    0.000    0.000 scale.py:639(LogitScale)
        1    0.000    0.000    0.000    0.000 transforms.py:2154(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 transforms.py:2526(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2740(TransformedPath)
        1    0.000    0.000    0.000    0.000 colors.py:83(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:2930(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:283(PngInfo)
        1    0.000    0.000    0.000    0.000 ImageFile.py:102(_Tile)
        1    0.000    0.000    0.000    0.000 ImageFile.py:471(StubHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:271(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:1231(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:563(get_configdir)
        1    0.000    0.000    0.000    0.000 version.py:327(_Version)
        1    0.000    0.000    0.000    0.000 pytables.py:3305(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:4452(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:5418(Selection)
        1    0.000    0.000    0.000    0.000 constructor.py:713(UnsafeConstructor)
        3    0.000    0.000    0.000    0.000 base_parser.py:1461(is_index_col)
        1    0.000    0.000    0.000    0.000 stata.py:675(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:3028(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 _json.py:1381(FrameParser)
        1    0.000    0.000    0.000    0.000 base_parser.py:350(_maybe_make_multi_index_columns)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 objects.py:297(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 info.py:575(_InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 array_manager.py:1240(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 describe.py:101(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 format.py:1274(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1486(_Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 common.py:97(IOArgs)
        1    0.000    0.000    0.000    0.000 common.py:515(get_compression_method)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 blocks.py:1319(iget)
        1    0.000    0.000    0.000    0.000 indexing.py:2508(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2606(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 apply.py:1516(GroupByApply)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 _validators.py:226(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 nanops.py:67(disallow)
        1    0.000    0.000    0.000    0.000 integer.py:221(Int32Dtype)
        1    0.000    0.000    0.000    0.000 common.py:1042(needs_i8_conversion)
        1    0.000    0.000    0.000    0.000 _decorators.py:455(Appender)
        1    0.000    0.000    0.000    0.000 cast.py:605(_maybe_promote_cached)
        1    0.000    0.000    0.000    0.000 cast.py:921(_maybe_infer_dtype_type)
        1    0.000    0.000    0.000    0.000 core.py:216(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:217(<listcomp>)
        3    0.000    0.000    0.000    0.000 core.py:911(__init__)
        3    0.000    0.000    0.000    0.000 core.py:1408(getmask)
        1    0.000    0.000    0.000    0.000 core.py:2656(MaskedIterator)
        1    0.000    0.000    0.000    0.000 extras.py:230(_fromnxfunction)
        2    0.000    0.000    0.000    0.000 inference.py:300(<genexpr>)
        1    0.000    0.000    0.000    0.000 config.py:458(option_context)
        4    0.000    0.000    0.000    0.000 config.py:835(is_type_factory)
        1    0.000    0.000    0.000    0.000 __init__.py:368(_FuncPtr)
        2    0.000    0.000    0.000    0.000 __init__.py:438(__init__)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncNoLoopError)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1832(parse_args)
        1    0.000    0.000    0.000    0.000 _globals.py:32(_NoValueType)
        5    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 typing.py:1967(no_type_check)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        2    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:133(_DynamicArrayAdditions)
        1    0.000    0.000    0.000    0.000 normalizer.py:5(_NormalizerMeta)
        1    0.000    0.000    0.000    0.000 names.py:638(StubNameMixin)
        1    0.000    0.000    0.000    0.000 tokenize.py:255(FStringNode)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1889(ParamSpec)
        1    0.000    0.000    0.000    0.000 _optimize.py:3896(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 legend_handler.py:724(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:582(get_cachedir)
        1    0.000    0.000    0.000    0.000 simple_httpclient.py:60(HTTPStreamClosedError)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 httputil.py:917(ParseMultipartConfig)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkProcess)
        1    0.000    0.000    0.000    0.000 web.py:2658(RedirectHandler)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:669(__getattr__)
        1    0.000    0.000    0.000    0.000 prompts.py:79(ClassicPrompts)
        1    0.000    0.000    0.000    0.000 request.py:645(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:1256(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 contexts.py:11(preserve_keys)
        1    0.000    0.000    0.000    0.000 _compatibility.py:11(Unpickler)
        1    0.000    0.000    0.000    0.000 helpers.py:77(OnErrorLeaf)
        1    0.000    0.000    0.000    0.000 __init__.py:16(ChangedFile)
        1    0.000    0.000    0.000    0.000 context.py:309(FunctionContext)
        1    0.000    0.000    0.000    0.000 klass.py:490(DataclassParamName)
        1    0.000    0.000    0.000    0.000 klass.py:525(DataclassDecorator)
        1    0.000    0.000    0.000    0.000 iterable.py:506(_FakeSequence)
        1    0.000    0.000    0.000    0.000 function.py:185(MethodValue)
        1    0.000    0.000    0.000    0.000 decorator.py:9(Decoratee)
        1    0.000    0.000    0.000    0.000 instance.py:25(InstanceExecutedParamName)
        1    0.000    0.000    0.000    0.000 instance.py:533(InstanceClassFilter)
        1    0.000    0.000    0.000    0.000 base.py:13(_BoundTypeVarName)
        1    0.000    0.000    0.000    0.000 errors.py:1006(_FStringRule)
        3    0.000    0.000    0.000    0.000 parser_utils.py:323(_function_is_x_method)
        1    0.000    0.000    0.000    0.000 file_io.py:7(AbstractFolderIO)
        1    0.000    0.000    0.000    0.000 base_value.py:432(__init__)
        3    0.000    0.000    0.000    0.000 value.py:27(__init__)
        1    0.000    0.000    0.000    0.000 filters.py:207(GlobalNameFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:5(__init__)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:50(InstancesHaveGetItem)
        1    0.000    0.000    0.000    0.000 utils.py:135(_PythonVersionInfo)
        1    0.000    0.000    0.000    0.000 tree.py:254(String)
        1    0.000    0.000    0.000    0.000 tree.py:381(Module)
        1    0.000    0.000    0.000    0.000 tree.py:697(IfStmt)
        1    0.000    0.000    0.000    0.000 tree.py:800(Import)
        1    0.000    0.000    0.000    0.000 base.py:101(Border)
        1    0.000    0.000    0.000    0.000 toolbars.py:60(FormattedTextToolbar)
        1    0.000    0.000    0.000    0.000 dialogs.py:29(Dialog)
        1    0.000    0.000    0.000    0.000 menus.py:353(MenuItem)
        1    0.000    0.000    0.000    0.000 formatters.py:81(Label)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:711(Namespaces)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 completer.py:464(_FakeJediCompletion)
        1    0.000    0.000    0.000    0.000 completer.py:671(_MatcherAPIv1Base)
        1    0.000    0.000    0.000    0.000 completer.py:693(MatcherAPIv2)
        1    0.000    0.000    0.000    0.000 containers.py:1019(Float)
        1    0.000    0.000    0.000    0.000 processors.py:525(ShowArg)
        1    0.000    0.000    0.000    0.000 vt100.py:145(_16ColorCache)
        1    0.000    0.000    0.000    0.000 base.py:122(FormattedText)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:334(DocumentLS)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 history.py:219(InMemoryHistory)
        1    0.000    0.000    0.000    0.000 base.py:95(PipeInput)
        1    0.000    0.000    0.000    0.000 utils.py:127(_CharSizesCache)
        1    0.000    0.000    0.000    0.000 text_sizing.py:42(_FieldMeta)
        1    0.000    0.000    0.000    0.000 current.py:41(__init__)
        1    0.000    0.000    0.000    0.000 base.py:86(DynamicClipboard)
        1    0.000    0.000    0.000    0.000 cache.py:17(SimpleCache)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 sentinel.py:8(__init__)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:21(appended_to_syspath)
        1    0.000    0.000    0.000    0.000 _catch.py:17(_Catcher)
        1    0.000    0.000    0.000    0.000 async_helpers.py:50(_AsyncIORunner)
        1    0.000    0.000    0.000    0.000 lexer.py:667(RegexLexer)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:54(PromptStripper)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:225(SpaceInInput)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:3986(InteractiveShellABC)
        1    0.000    0.000    0.000    0.000 events.py:17(EventManager)
        1    0.000    0.000    0.000    0.000 getopt.py:43(GetoptError)
        1    0.000    0.000    0.000    0.000 display_functions.py:329(DisplayHandle)
        1    0.000    0.000    0.000    0.000 display.py:459(HTML)
        1    0.000    0.000    0.000    0.000 display.py:371(FileLink)
        2    0.000    0.000    0.000    0.000 python.py:67(innerstring_rules)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:137(MagicArgumentParser)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:245(ArgMethodWrapper)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:983(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1117(__new__)
        1    0.000    0.000    0.000    0.000 loader.py:470(ConfigLoader)
        1    0.000    0.000    0.000    0.000 loader.py:525(FileConfigLoader)
        1    0.000    0.000    0.000    0.000 utils.py:129(cached_property)
        1    0.000    0.000    0.000    0.000 terminal256.py:293(TerminalTrueColorFormatter)
        1    0.000    0.000    0.000    0.000 style.py:58(StyleMeta)
        1    0.000    0.000    0.000    0.000 stopwatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:227(_SimpleTest)
        1    0.000    0.000    0.000    0.000 traitlets.py:953(MetaHasDescriptors)
        2    0.000    0.000    0.000    0.000 traitlets.py:1129(observe_compat)
        1    0.000    0.000    0.000    0.000 traitlets.py:2378(This)
        1    0.000    0.000    0.000    0.000 traitlets.py:2832(Complex)
        1    0.000    0.000    0.000    0.000 traitlets.py:2867(Bytes)
        1    0.000    0.000    0.000    0.000 handlers.py:119(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:202(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1333(MemoryHandler)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:129(EnergyState)
        1    0.000    0.000    0.000    0.000 webbrowser.py:284(Mozilla)
        1    0.000    0.000    0.000    0.000 error.py:174(ZMQVersionError)
        1    0.000    0.000    0.000    0.000 distance.py:1747(CDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1774(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:41(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _backend.py:412(Dispatchable)
        1    0.000    0.000    0.000    0.000 _constraints.py:305(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _nonlin.py:381(Jacobian)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1018(Anderson)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1288(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1351(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 _interface.py:661(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:693(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:833(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 arpack.py:274(ArpackError)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:13(ReentrancyLock)
        1    0.000    0.000    0.000    0.000 pkgutil.py:194(ImpImporter)
        1    0.000    0.000    0.000    0.000 pydoc.py:1131(__init__)
        1    0.000    0.000    0.000    0.000 symbolic.py:1283(_Pair)
        1    0.000    0.000    0.000    0.000 _base.py:143(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 __init__.py:815(Lookup)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 arm_assets_v01.py:16(JointAngleError)
        1    0.000    0.000    0.000    0.000 legend_handler.py:430(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 geo.py:419(LambertTransform)
        1    0.000    0.000    0.000    0.000 category.py:119(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1653(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:1315(_genitem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:166(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 __init__.py:72(__init__)
        1    0.000    0.000    0.000    0.000 units.py:135(DecimalConverter)
        1    0.000    0.000    0.000    0.000 widgets.py:251(SliderBase)
        1    0.000    0.000    0.000    0.000 widgets.py:4109(Lasso)
        1    0.000    0.000    0.000    0.000 _text_helpers.py:13(LayoutItem)
        1    0.000    0.000    0.000    0.000 _mathtext.py:114(Output)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1126(Accent)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1149(List)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1483(Kern)
        1    0.000    0.000    0.000    0.000 plistlib.py:286(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 _cm_multivar.py:162(<listcomp>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 abc.py:219(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 core.py:4930(Each)
        1    0.000    0.000    0.000    0.000 core.py:5451(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6591(__init__)
        1    0.000    0.000    0.000    0.000 actions.py:19(OnlyOnce)
        1    0.000    0.000    0.000    0.000 core.py:2685(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2758(Empty)
        1    0.000    0.000    0.000    0.000 core.py:2928(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 core.py:3863(CharsNotIn)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:72(GradientFile)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:22(PaletteFile)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:26(Iterator)
        1    0.000    0.000    0.000    0.000 scale.py:46(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:259(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:271(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2670(AsinhLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2568(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2662(ScaledTranslation)
        2    0.000    0.000    0.000    0.000 rcsetup.py:366(validate_aspect)
        1    0.000    0.000    0.000    0.000 registry.py:77(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:137(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1166(ListedColormap)
        1    0.000    0.000    0.000    0.000 Image.py:3154(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 TiffTags.py:24(_TagInfo)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        1    0.000    0.000    0.000    0.000 __init__.py:702(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1057(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1225(_StderrHandler)
        1    0.000    0.000    0.000    0.000 cbook.py:2064(_OrderedSet)
        1    0.000    0.000    0.000    0.000 rcsetup.py:62(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 pytables.py:2357(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:349(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 xml.py:538(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 resample.py:2003(TimedeltaIndexResampler)
        1    0.000    0.000    0.000    0.000 _json.py:280(SeriesWriter)
        1    0.000    0.000    0.000    0.000 base_parser.py:255(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 groupby.py:731(GroupByPlot)
        1    0.000    0.000    0.000    0.000 indexing.py:288(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 datetimes.py:103(YearMonthDayDict)
        1    0.000    0.000    0.000    0.000 tarfile.py:308(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:613(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(_SharedFile)
        1    0.000    0.000    0.000    0.000 multi.py:129(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 string_arrow.py:554(ArrowStringArrayNumpySemantics)
        1    0.000    0.000    0.000    0.000 apply.py:1610(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 printing.py:506(_TextAdjustment)
        1    0.000    0.000    0.000    0.000 printing.py:528(_EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 integer.py:228(Int64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:235(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:256(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 _decorators.py:408(Substitution)
        1    0.000    0.000    0.000    0.000 cast.py:736(_ensure_dtype_type)
        1    0.000    0.000    0.000    0.000 core.py:1170(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:394(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:399(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(BaseTzInfo)
        2    0.000    0.000    0.000    0.000 sysconfig.py:257(get_default_scheme)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:643(ndindex)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:6(NBitBase)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1310(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1343(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 argparse.py:776(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:870(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1625(_ArgumentGroup)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        2    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 validation.py:127(ThreadedValidator)
