0.000,-8.000,12.000
0.010,-7.990,12.000
0.020,-7.980,12.000
0.030,-7.970,12.000
0.040,-7.960,12.000
0.050,-7.950,12.000
0.060,-7.940,12.000
0.070,-7.930,12.000
0.080,-7.920,12.000
0.090,-7.910,12.000
0.100,-7.900,12.000
0.110,-7.890,12.000
0.120,-7.880,12.000
0.130,-7.870,12.000
0.140,-7.860,12.000
0.150,-7.850,12.000
0.160,-7.840,12.000
0.170,-7.830,12.000
0.180,-7.820,12.000
0.190,-7.810,12.000
0.200,-7.800,12.000
0.210,-7.790,12.000
0.220,-7.780,12.000
0.230,-7.770,12.000
0.240,-7.760,12.000
0.250,-7.750,12.000
0.260,-7.740,12.000
0.270,-7.730,12.000
0.280,-7.720,12.000
0.290,-7.710,12.000
0.300,-7.700,12.000
0.310,-7.690,12.000
0.320,-7.680,12.000
0.330,-7.670,12.000
0.340,-7.660,12.000
0.350,-7.650,12.000
0.360,-7.640,12.000
0.370,-7.630,12.000
0.380,-7.620,12.000
0.390,-7.610,12.000
0.400,-7.600,12.000
0.410,-7.590,12.000
0.420,-7.580,12.000
0.430,-7.570,12.000
0.440,-7.560,12.000
0.450,-7.550,12.000
0.460,-7.540,12.000
0.470,-7.530,12.000
0.480,-7.520,12.000
0.490,-7.510,12.000
0.500,-7.500,12.000
0.510,-7.490,12.000
0.520,-7.480,12.000
0.530,-7.470,12.000
0.540,-7.460,12.000
0.550,-7.450,12.000
0.560,-7.440,12.000
0.570,-7.430,12.000
0.580,-7.420,12.000
0.590,-7.410,12.000
0.600,-7.400,12.000
0.610,-7.390,12.000
0.620,-7.380,12.000
0.630,-7.370,12.000
0.640,-7.360,12.000
0.650,-7.350,12.000
0.660,-7.340,12.000
0.670,-7.330,12.000
0.680,-7.320,12.000
0.690,-7.310,12.000
0.700,-7.300,12.000
0.710,-7.290,12.000
0.720,-7.280,12.000
0.730,-7.270,12.000
0.740,-7.260,12.000
0.750,-7.250,12.000
0.760,-7.240,12.000
0.770,-7.230,12.000
0.780,-7.220,12.000
0.790,-7.210,12.000
0.800,-7.200,12.000
0.810,-7.190,12.000
0.820,-7.180,12.000
0.830,-7.170,12.000
0.840,-7.160,12.000
0.850,-7.150,12.000
0.860,-7.140,12.000
0.870,-7.130,12.000
0.880,-7.120,12.000
0.890,-7.110,12.000
0.900,-7.100,12.000
0.910,-7.090,12.000
0.920,-7.080,12.000
0.930,-7.070,12.000
0.940,-7.060,12.000
0.950,-7.050,12.000
0.960,-7.040,12.000
0.970,-7.030,12.000
0.980,-7.020,12.000
0.990,-7.010,12.000
1.000,-7.000,12.000
1.010,-6.990,12.000
1.020,-6.980,12.000
1.030,-6.970,12.000
1.040,-6.960,12.000
1.050,-6.950,12.000
1.060,-6.940,12.000
1.070,-6.930,12.000
1.080,-6.920,12.000
1.090,-6.910,12.000
1.100,-6.900,12.000
1.110,-6.890,12.000
1.120,-6.880,12.000
1.130,-6.870,12.000
1.140,-6.860,12.000
1.150,-6.850,12.000
1.160,-6.840,12.000
1.170,-6.830,12.000
1.180,-6.820,12.000
1.190,-6.810,12.000
1.200,-6.800,12.000
1.210,-6.790,12.000
1.220,-6.780,12.000
1.230,-6.770,12.000
1.240,-6.760,12.000
1.250,-6.750,12.000
1.260,-6.740,12.000
1.270,-6.730,12.000
1.280,-6.720,12.000
1.290,-6.710,12.000
1.300,-6.700,12.000
1.310,-6.690,12.000
1.320,-6.680,12.000
1.330,-6.670,12.000
1.340,-6.660,12.000
1.350,-6.650,12.000
1.360,-6.640,12.000
1.370,-6.630,12.000
1.380,-6.620,12.000
1.390,-6.610,12.000
1.400,-6.600,12.000
1.410,-6.590,12.000
1.420,-6.580,12.000
1.430,-6.570,12.000
1.440,-6.560,12.000
1.450,-6.550,12.000
1.460,-6.540,12.000
1.470,-6.530,12.000
1.480,-6.520,12.000
1.490,-6.510,12.000
1.500,-6.500,12.000
1.510,-6.490,12.000
1.520,-6.480,12.000
1.530,-6.470,12.000
1.540,-6.460,12.000
1.550,-6.450,12.000
1.560,-6.440,12.000
1.570,-6.430,12.000
1.580,-6.420,12.000
1.590,-6.410,12.000
1.600,-6.400,12.000
1.610,-6.390,12.000
1.620,-6.380,12.000
1.630,-6.370,12.000
1.640,-6.360,12.000
1.650,-6.350,12.000
1.660,-6.340,12.000
1.670,-6.330,12.000
1.680,-6.320,12.000
1.690,-6.310,12.000
1.700,-6.300,12.000
1.710,-6.290,12.000
1.720,-6.280,12.000
1.730,-6.270,12.000
1.740,-6.260,12.000
1.750,-6.250,12.000
1.760,-6.240,12.000
1.770,-6.230,12.000
1.780,-6.220,12.000
1.790,-6.210,12.000
1.800,-6.200,12.000
1.810,-6.190,12.000
1.820,-6.180,12.000
1.830,-6.170,12.000
1.840,-6.160,12.000
1.850,-6.150,12.000
1.860,-6.140,12.000
1.870,-6.130,12.000
1.880,-6.120,12.000
1.890,-6.110,12.000
1.900,-6.100,12.000
1.910,-6.090,12.000
1.920,-6.080,12.000
1.930,-6.070,12.000
1.940,-6.060,12.000
1.950,-6.050,12.000
1.960,-6.040,12.000
1.970,-6.030,12.000
1.980,-6.020,12.000
1.990,-6.010,12.000
2.000,-6.000,12.000
2.010,-5.990,12.000
2.020,-5.980,12.000
2.030,-5.970,12.000
2.040,-5.960,12.000
2.050,-5.950,12.000
2.060,-5.940,12.000
2.070,-5.930,12.000
2.080,-5.920,12.000
2.090,-5.910,12.000
2.100,-5.900,12.000
2.110,-5.890,12.000
2.120,-5.880,12.000
2.130,-5.870,12.000
2.140,-5.860,12.000
2.150,-5.850,12.000
2.160,-5.840,12.000
2.170,-5.830,12.000
2.180,-5.820,12.000
2.190,-5.810,12.000
2.200,-5.800,12.000
2.210,-5.790,12.000
2.220,-5.780,12.000
2.230,-5.770,12.000
2.240,-5.760,12.000
2.250,-5.750,12.000
2.260,-5.740,12.000
2.270,-5.730,12.000
2.280,-5.720,12.000
2.290,-5.710,12.000
2.300,-5.700,12.000
2.310,-5.690,12.000
2.320,-5.680,12.000
2.330,-5.670,12.000
2.340,-5.660,12.000
2.350,-5.650,12.000
2.360,-5.640,12.000
2.370,-5.630,12.000
2.380,-5.620,12.000
2.390,-5.610,12.000
2.400,-5.600,12.000
2.410,-5.590,12.000
2.420,-5.580,12.000
2.430,-5.570,12.000
2.440,-5.560,12.000
2.450,-5.550,12.000
2.460,-5.540,12.000
2.470,-5.530,12.000
2.480,-5.520,12.000
2.490,-5.510,12.000
2.500,-5.500,12.000
2.510,-5.490,12.000
2.520,-5.480,12.000
2.530,-5.470,12.000
2.540,-5.460,12.000
2.550,-5.450,12.000
