time,pos_x,pos_y,pos_z
1.254,0.776474,0.367147,-0.089736
1.256,0.775933,0.367672,-0.089736
1.258,0.775388,0.368193,-0.089736
1.26,0.77484,0.368711,-0.089736
1.262,0.774289,0.369226,-0.089736
1.264,0.773735,0.369736,-0.089736
1.266,0.773177,0.370244,-0.089736
1.268,0.772616,0.370748,-0.089736
1.27,0.772052,0.371248,-0.089736
1.272,0.771485,0.371745,-0.089736
1.274,0.770915,0.372238,-0.089736
1.276,0.770341,0.372728,-0.089736
1.278,0.769765,0.373214,-0.089736
1.28,0.769185,0.373697,-0.089736
1.282,0.768603,0.374175,-0.089736
1.284,0.768018,0.37465,-0.089736
1.286,0.767429,0.375122,-0.089736
1.288,0.766838,0.37559,-0.089736
1.29,0.766243,0.376054,-0.089736
1.292,0.765646,0.376514,-0.089736
1.294,0.765046,0.37697,-0.089736
1.296,0.764443,0.377423,-0.089736
1.298,0.763837,0.377872,-0.089736
1.3,0.763229,0.378317,-0.089736
1.302,0.762617,0.378758,-0.089736
1.304,0.762003,0.379196,-0.089736
1.306,0.761386,0.379629,-0.089736
1.308,0.760767,0.380059,-0.089736
1.31,0.760145,0.380485,-0.089736
1.312,0.75952,0.380906,-0.089736
1.314,0.758892,0.381324,-0.089736
1.316,0.758262,0.381738,-0.089736
1.318,0.757629,0.382148,-0.089736
1.32,0.756994,0.382554,-0.089736
1.322,0.756356,0.382956,-0.089736
1.324,0.755716,0.383354,-0.089736
1.326,0.755073,0.383748,-0.089736
1.328,0.754427,0.384138,-0.089736
1.33,0.75378,0.384524,-0.089736
1.332,0.753129,0.384906,-0.089736
1.334,0.752477,0.385283,-0.089736
1.336,0.751822,0.385657,-0.089736
1.338,0.751165,0.386026,-0.089736
1.34,0.750505,0.386392,-0.089736
1.342,0.749843,0.386753,-0.089736
1.344,0.749179,0.38711,-0.089736
1.346,0.748513,0.387463,-0.089736
1.348,0.747844,0.387811,-0.089736
1.35,0.747173,0.388156,-0.089736
1.352,0.746501,0.388496,-0.089736
1.354,0.745826,0.388832,-0.089736
1.356,0.745148,0.389164,-0.089736
1.358,0.744469,0.389491,-0.089736
1.36,0.743788,0.389814,-0.089736
1.362,0.743105,0.390133,-0.089736
1.364,0.74242,0.390448,-0.089736
1.366,0.741732,0.390758,-0.089736
1.368,0.741043,0.391064,-0.089736
1.37,0.740352,0.391365,-0.089736
1.372,0.739659,0.391663,-0.089736
1.374,0.738965,0.391956,-0.089736
1.376,0.738268,0.392244,-0.089736
1.378,0.73757,0.392528,-0.089736
1.38,0.73687,0.392808,-0.089736
1.382,0.736168,0.393083,-0.089736
1.384,0.735464,0.393354,-0.089736
1.386,0.734759,0.393621,-0.089736
1.388,0.734052,0.393883,-0.089736
