time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,joint_pos_1,joint_pos_2,joint_pos_3,joint_vel_1,joint_vel_2,joint_vel_3,joint_acc_1,joint_acc_2,joint_acc_3
0.85800,0.78706,-0.06139,0.32605,0.00431,0.31196,0.68370,-0.52890,2.45900,-0.65639,-0.07785,-0.01066,0.06277,0.39439,0.62474,0.48912,3.07325,0.42088,-2.47803
0.85900,0.78706,-0.06108,0.32673,0.00378,0.31441,0.68303,-0.52958,2.44573,-0.68386,-0.07745,-0.01004,0.06326,0.39746,0.62515,0.48663,3.05762,0.39621,-2.49729
0.86000,0.78706,-0.06076,0.32741,0.00325,0.31685,0.68233,-0.53016,2.43236,-0.71129,-0.07705,-0.00941,0.06374,0.40051,0.62553,0.48413,3.04186,0.37152,-2.51645
0.86100,0.78707,-0.06045,0.32810,0.00272,0.31928,0.68160,-0.53067,2.41887,-0.73868,-0.07665,-0.00879,0.06423,0.40354,0.62589,0.48160,3.02599,0.34682,-2.53551
0.86200,0.78707,-0.06013,0.32878,0.00219,0.32169,0.68085,-0.53109,2.40528,-0.76604,-0.07624,-0.00816,0.06471,0.40656,0.62622,0.47906,3.01000,0.32211,-2.55447
0.86300,0.78707,-0.05980,0.32946,0.00166,0.32409,0.68007,-0.53142,2.39158,-0.79336,-0.07584,-0.00753,0.06518,0.40956,0.62653,0.47649,2.99389,0.29738,-2.57334
0.86400,0.78707,-0.05948,0.33014,0.00113,0.32647,0.67926,-0.53167,2.37778,-0.82064,-0.07543,-0.00691,0.06566,0.41254,0.62682,0.47391,2.97767,0.27264,-2.59210
0.86500,0.78707,-0.05915,0.33082,0.00060,0.32884,0.67843,-0.53184,2.36387,-0.84787,-0.07501,-0.00628,0.06613,0.41551,0.62708,0.47131,2.96132,0.24789,-2.61075
0.86600,0.78707,-0.05882,0.33149,0.00006,0.33120,0.67757,-0.53192,2.34986,-0.87507,-0.07459,-0.00565,0.06660,0.41847,0.62731,0.46869,2.94486,0.22313,-2.62931
0.86700,0.78707,-0.05849,0.33217,-0.00047,0.33354,0.67668,-0.53191,2.33574,-0.90222,-0.07417,-0.00502,0.06707,0.42140,0.62752,0.46605,2.92828,0.19836,-2.64776
0.86800,0.78707,-0.05815,0.33285,-0.00100,0.33587,0.67576,-0.53183,2.32153,-0.92932,-0.07375,-0.00440,0.06753,0.42432,0.62771,0.46339,2.91159,0.17358,-2.66611
0.86900,0.78707,-0.05782,0.33352,-0.00153,0.33819,0.67482,-0.53165,2.30721,-0.95638,-0.07333,-0.00377,0.06800,0.42723,0.62787,0.46072,2.89478,0.14879,-2.68435
0.87000,0.78707,-0.05748,0.33420,-0.00206,0.34049,0.67385,-0.53140,2.29280,-0.98339,-0.07290,-0.00314,0.06845,0.43011,0.62801,0.45802,2.87785,0.12400,-2.70248
0.87100,0.78707,-0.05714,0.33487,-0.00259,0.34277,0.67286,-0.53105,2.27828,-1.01035,-0.07247,-0.00251,0.06891,0.43298,0.62812,0.45531,2.86082,0.09921,-2.72051
0.87200,0.78707,-0.05679,0.33554,-0.00312,0.34504,0.67183,-0.53063,2.26367,-1.03726,-0.07203,-0.00188,0.06937,0.43584,0.62821,0.45258,2.84367,0.07441,-2.73843
0.87300,0.78706,-0.05645,0.33621,-0.00365,0.34730,0.67078,-0.53011,2.24896,-1.06412,-0.07159,-0.00126,0.06982,0.43867,0.62827,0.44984,2.82640,0.04961,-2.75625
0.87400,0.78706,-0.05610,0.33689,-0.00418,0.34954,0.66970,-0.52952,2.23415,-1.09093,-0.07115,-0.00063,0.07026,0.44149,0.62831,0.44707,2.80903,0.02480,-2.77395
0.87500,0.78705,-0.05575,0.33755,-0.00471,0.35177,0.66860,-0.52884,2.21925,-1.11768,-0.07071,-0.00000,0.07071,0.44429,0.62832,0.44429,2.79155,0.00000,-2.79155
0.87600,0.78705,-0.05539,0.33822,-0.00524,0.35398,0.66747,-0.52807,2.20425,-1.14438,-0.07026,0.00063,0.07115,0.44707,0.62831,0.44149,2.77395,-0.02480,-2.80903
0.87700,0.78704,-0.05504,0.33889,-0.00577,0.35618,0.66631,-0.52722,2.18916,-1.17103,-0.06982,0.00126,0.07159,0.44984,0.62827,0.43867,2.75625,-0.04961,-2.82640
0.87800,0.78704,-0.05468,0.33955,-0.00630,0.35836,0.66513,-0.52629,2.17398,-1.19761,-0.06937,0.00188,0.07203,0.45258,0.62821,0.43584,2.73843,-0.07441,-2.84367
0.87900,0.78703,-0.05432,0.34022,-0.00682,0.36052,0.66391,-0.52527,2.15871,-1.22414,-0.06891,0.00251,0.07247,0.45531,0.62812,0.43298,2.72051,-0.09921,-2.86082
0.88000,0.78702,-0.05396,0.34088,-0.00735,0.36267,0.66268,-0.52417,2.14335,-1.25061,-0.06845,0.00314,0.07290,0.45802,0.62801,0.43011,2.70248,-0.12400,-2.87785
0.88100,0.78702,-0.05360,0.34154,-0.00787,0.36481,0.66141,-0.52299,2.12789,-1.27702,-0.06800,0.00377,0.07333,0.46072,0.62787,0.42723,2.68435,-0.14879,-2.89478
0.88200,0.78701,-0.05323,0.34221,-0.00839,0.36693,0.66012,-0.52172,2.11235,-1.30336,-0.06753,0.00440,0.07375,0.46339,0.62771,0.42432,2.66611,-0.17358,-2.91159
0.88300,0.78700,-0.05286,0.34286,-0.00891,0.36903,0.65881,-0.52037,2.09673,-1.32965,-0.06707,0.00502,0.07417,0.46605,0.62752,0.42140,2.64776,-0.19836,-2.92828
0.88400,0.78699,-0.05249,0.34352,-0.00943,0.37112,0.65746,-0.51893,2.08101,-1.35587,-0.06660,0.00565,0.07459,0.46869,0.62731,0.41847,2.62931,-0.22313,-2.94486
0.88500,0.78698,-0.05212,0.34418,-0.00995,0.37320,0.65610,-0.51742,2.06521,-1.38202,-0.06613,0.00628,0.07501,0.47131,0.62708,0.41551,2.61075,-0.24789,-2.96132
0.88600,0.78697,-0.05175,0.34484,-0.01047,0.37525,0.65470,-0.51582,2.04933,-1.40811,-0.06566,0.00691,0.07543,0.47391,0.62682,0.41254,2.59210,-0.27264,-2.97767
0.88700,0.78696,-0.05137,0.34549,-0.01098,0.37730,0.65328,-0.51414,2.03336,-1.43413,-0.06518,0.00753,0.07584,0.47649,0.62653,0.40956,2.57334,-0.29738,-2.99389
0.88800,0.78695,-0.05099,0.34614,-0.01150,0.37932,0.65183,-0.51237,2.01731,-1.46008,-0.06471,0.00816,0.07624,0.47906,0.62622,0.40656,2.55447,-0.32211,-3.01000
0.88900,0.78694,-0.05061,0.34679,-0.01201,0.38133,0.65036,-0.51052,2.00118,-1.48597,-0.06423,0.00879,0.07665,0.48160,0.62589,0.40354,2.53551,-0.34682,-3.02599
0.89000,0.78692,-0.05023,0.34744,-0.01252,0.38332,0.64886,-0.50860,1.98497,-1.51178,-0.06374,0.00941,0.07705,0.48413,0.62553,0.40051,2.51645,-0.37152,-3.04186
0.89100,0.78691,-0.04984,0.34809,-0.01303,0.38530,0.64734,-0.50659,1.96869,-1.53752,-0.06326,0.01004,0.07745,0.48663,0.62515,0.39746,2.49729,-0.39621,-3.05762
0.89200,0.78690,-0.04946,0.34874,-0.01353,0.38726,0.64578,-0.50450,1.95232,-1.56319,-0.06277,0.01066,0.07785,0.48912,0.62474,0.39439,2.47803,-0.42088,-3.07325
0.89300,0.78688,-0.04907,0.34938,-0.01403,0.38920,0.64421,-0.50233,1.93587,-1.58878,-0.06228,0.01129,0.07824,0.49159,0.62430,0.39131,2.45867,-0.44554,-3.08876
0.89400,0.78687,-0.04868,0.35003,-0.01454,0.39113,0.64261,-0.50008,1.91935,-1.61430,-0.06179,0.01191,0.07863,0.49404,0.62385,0.38821,2.43921,-0.47018,-3.10414
0.89500,0.78686,-0.04829,0.35067,-0.01503,0.39304,0.64098,-0.49774,1.90276,-1.63975,-0.06129,0.01253,0.07902,0.49647,0.62336,0.38510,2.41966,-0.49480,-3.11941
0.89600,0.78684,-0.04789,0.35131,-0.01553,0.39494,0.63933,-0.49533,1.88609,-1.66511,-0.06079,0.01316,0.07940,0.49888,0.62286,0.38197,2.40001,-0.51940,-3.13455
0.89700,0.78682,-0.04750,0.35195,-0.01603,0.39682,0.63765,-0.49284,1.86935,-1.69040,-0.06029,0.01378,0.07978,0.50127,0.62233,0.37883,2.38027,-0.54397,-3.14957
0.89800,0.78681,-0.04710,0.35258,-0.01652,0.39868,0.63595,-0.49028,1.85254,-1.71561,-0.05979,0.01440,0.08016,0.50364,0.62177,0.37567,2.36043,-0.56853,-3.16446
0.89900,0.78679,-0.04670,0.35322,-0.01701,0.40052,0.63422,-0.48763,1.83565,-1.74074,-0.05929,0.01502,0.08053,0.50599,0.62119,0.37250,2.34050,-0.59307,-3.17923
0.90000,0.78677,-0.04630,0.35385,-0.01749,0.40235,0.63247,-0.48490,1.81870,-1.76579,-0.05878,0.01564,0.08090,0.50832,0.62058,0.36932,2.32048,-0.61758,-3.19387
0.90100,0.78676,-0.04590,0.35448,-0.01798,0.40416,0.63069,-0.48210,1.80168,-1.79076,-0.05827,0.01626,0.08127,0.51063,0.61995,0.36612,2.30037,-0.64207,-3.20839
0.90200,0.78674,-0.04549,0.35511,-0.01846,0.40595,0.62888,-0.47922,1.78459,-1.81564,-0.05776,0.01688,0.08163,0.51292,0.61930,0.36290,2.28017,-0.66653,-3.22278
0.90300,0.78672,-0.04508,0.35574,-0.01893,0.40773,0.62706,-0.47627,1.76743,-1.84044,-0.05724,0.01750,0.08200,0.51519,0.61862,0.35967,2.25987,-0.69096,-3.23704
0.90400,0.78670,-0.04467,0.35637,-0.01941,0.40949,0.62520,-0.47323,1.75021,-1.86516,-0.05673,0.01812,0.08235,0.51744,0.61792,0.35643,2.23949,-0.71537,-3.25118
0.90500,0.78668,-0.04426,0.35699,-0.01988,0.41123,0.62333,-0.47012,1.73292,-1.88979,-0.05621,0.01874,0.08271,0.51967,0.61719,0.35317,2.21902,-0.73975,-3.26518
0.90600,0.78666,-0.04385,0.35761,-0.02035,0.41295,0.62142,-0.46694,1.71558,-1.91433,-0.05569,0.01935,0.08306,0.52188,0.61644,0.34990,2.19846,-0.76410,-3.27906
0.90700,0.78664,-0.04344,0.35823,-0.02081,0.41466,0.61950,-0.46368,1.69817,-1.93878,-0.05516,0.01997,0.08341,0.52407,0.61566,0.34661,2.17781,-0.78842,-3.29281
0.90800,0.78662,-0.04302,0.35885,-0.02128,0.41635,0.61755,-0.46035,1.68069,-1.96315,-0.05464,0.02059,0.08375,0.52623,0.61486,0.34331,2.15708,-0.81271,-3.30643
0.90900,0.78660,-0.04261,0.35947,-0.02173,0.41802,0.61557,-0.45695,1.66316,-1.98742,-0.05411,0.02120,0.08409,0.52838,0.61404,0.34000,2.13626,-0.83697,-3.31992
0.91000,0.78658,-0.04219,0.36008,-0.02219,0.41967,0.61357,-0.45347,1.64557,-2.01161,-0.05358,0.02181,0.08443,0.53051,0.61319,0.33667,2.11536,-0.86119,-3.33327
0.91100,0.78655,-0.04177,0.36070,-0.02264,0.42131,0.61155,-0.44991,1.62792,-2.03570,-0.05305,0.02243,0.08477,0.53261,0.61231,0.33333,2.09437,-0.88539,-3.34650
0.91200,0.78653,-0.04134,0.36131,-0.02309,0.42293,0.60950,-0.44629,1.61022,-2.05970,-0.05252,0.02304,0.08510,0.53470,0.61142,0.32998,2.07331,-0.90954,-3.35959
0.91300,0.78651,-0.04092,0.36192,-0.02353,0.42453,0.60743,-0.44260,1.59246,-2.08361,-0.05198,0.02365,0.08543,0.53676,0.61049,0.32661,2.05216,-0.93366,-3.37255
0.91400,0.78648,-0.04050,0.36252,-0.02397,0.42611,0.60533,-0.43883,1.57464,-2.10742,-0.05144,0.02426,0.08575,0.53880,0.60955,0.32323,2.03093,-0.95774,-3.38538
0.91500,0.78646,-0.04007,0.36313,-0.02441,0.42768,0.60321,-0.43499,1.55677,-2.13114,-0.05090,0.02487,0.08607,0.54082,0.60858,0.31984,2.00961,-0.98179,-3.39807
0.91600,0.78643,-0.03964,0.36373,-0.02484,0.42923,0.60107,-0.43109,1.53885,-2.15476,-0.05036,0.02548,0.08639,0.54282,0.60758,0.31644,1.98822,-1.00579,-3.41063
0.91700,0.78641,-0.03921,0.36433,-0.02527,0.43076,0.59890,-0.42711,1.52088,-2.17829,-0.04982,0.02608,0.08671,0.54480,0.60657,0.31302,1.96676,-1.02976,-3.42306
0.91800,0.78638,-0.03878,0.36493,-0.02570,0.43227,0.59671,-0.42307,1.50285,-2.20171,-0.04927,0.02669,0.08702,0.54675,0.60553,0.30959,1.94521,-1.05369,-3.43535
0.91900,0.78636,-0.03835,0.36552,-0.02612,0.43376,0.59450,-0.41896,1.48478,-2.22504,-0.04873,0.02730,0.08733,0.54869,0.60446,0.30615,1.92359,-1.07757,-3.44750
0.92000,0.78633,-0.03791,0.36611,-0.02654,0.43524,0.59226,-0.41478,1.46666,-2.24827,-0.04818,0.02790,0.08763,0.55060,0.60337,0.30269,1.90189,-1.10141,-3.45952
0.92100,0.78630,-0.03748,0.36671,-0.02695,0.43670,0.59000,-0.41054,1.44849,-2.27140,-0.04762,0.02850,0.08793,0.55249,0.60226,0.29923,1.88011,-1.12521,-3.47140
0.92200,0.78628,-0.03704,0.36729,-0.02736,0.43814,0.58772,-0.40623,1.43027,-2.29442,-0.04707,0.02910,0.08823,0.55436,0.60112,0.29575,1.85826,-1.14896,-3.48315
0.92300,0.78625,-0.03660,0.36788,-0.02776,0.43956,0.58542,-0.40186,1.41201,-2.31735,-0.04652,0.02970,0.08852,0.55621,0.59996,0.29226,1.83634,-1.17267,-3.49475
0.92400,0.78622,-0.03616,0.36847,-0.02816,0.44096,0.58309,-0.39742,1.39371,-2.34017,-0.04596,0.03030,0.08881,0.55803,0.59877,0.28876,1.81435,-1.19634,-3.50622
0.92500,0.78619,-0.03572,0.36905,-0.02856,0.44235,0.58074,-0.39291,1.37536,-2.36289,-0.04540,0.03090,0.08910,0.55984,0.59757,0.28525,1.79228,-1.21995,-3.51755
0.92600,0.78616,-0.03527,0.36963,-0.02895,0.44371,0.57836,-0.38835,1.35698,-2.38550,-0.04484,0.03150,0.08938,0.56162,0.59633,0.28173,1.77015,-1.24352,-3.52874
0.92700,0.78614,-0.03483,0.37020,-0.02933,0.44506,0.57596,-0.38372,1.33855,-2.40801,-0.04428,0.03209,0.08966,0.56338,0.59508,0.27819,1.74794,-1.26703,-3.53980
0.92800,0.78611,-0.03438,0.37078,-0.02972,0.44639,0.57354,-0.37903,1.32008,-2.43041,-0.04371,0.03269,0.08994,0.56511,0.59380,0.27465,1.72566,-1.29050,-3.55071
0.92900,0.78608,-0.03394,0.37135,-0.03009,0.44770,0.57110,-0.37428,1.30157,-2.45270,-0.04315,0.03328,0.09021,0.56683,0.59250,0.27109,1.70332,-1.31392,-3.56148
0.93000,0.78605,-0.03349,0.37192,-0.03046,0.44899,0.56864,-0.36948,1.28302,-2.47489,-0.04258,0.03387,0.09048,0.56852,0.59117,0.26753,1.68091,-1.33728,-3.57211
0.93100,0.78602,-0.03304,0.37249,-0.03083,0.45027,0.56615,-0.36461,1.26444,-2.49697,-0.04201,0.03446,0.09075,0.57019,0.58982,0.26395,1.65843,-1.36060,-3.58260
0.93200,0.78598,-0.03259,0.37305,-0.03119,0.45152,0.56365,-0.35968,1.24582,-2.51894,-0.04144,0.03505,0.09101,0.57184,0.58845,0.26036,1.63589,-1.38385,-3.59295
0.93300,0.78595,-0.03214,0.37362,-0.03155,0.45276,0.56112,-0.35470,1.22717,-2.54080,-0.04086,0.03564,0.09127,0.57346,0.58706,0.25676,1.61328,-1.40706,-3.60316
0.93400,0.78592,-0.03168,0.37418,-0.03190,0.45397,0.55856,-0.34966,1.20848,-2.56254,-0.04029,0.03623,0.09152,0.57506,0.58564,0.25315,1.59061,-1.43021,-3.61323
0.93500,0.78589,-0.03123,0.37473,-0.03225,0.45517,0.55599,-0.34456,1.18976,-2.58418,-0.03971,0.03681,0.09178,0.57664,0.58420,0.24954,1.56788,-1.45330,-3.62315
0.93600,0.78586,-0.03077,0.37529,-0.03259,0.45635,0.55340,-0.33941,1.17101,-2.60571,-0.03914,0.03740,0.09202,0.57820,0.58273,0.24591,1.54508,-1.47633,-3.63293
0.93700,0.78582,-0.03032,0.37584,-0.03293,0.45752,0.55078,-0.33420,1.15223,-2.62712,-0.03856,0.03798,0.09227,0.57973,0.58124,0.24227,1.52222,-1.49931,-3.64257
0.93800,0.78579,-0.02986,0.37639,-0.03326,0.45866,0.54814,-0.32895,1.13342,-2.64842,-0.03798,0.03856,0.09251,0.58124,0.57973,0.23862,1.49931,-1.52222,-3.65206
0.93900,0.78576,-0.02940,0.37694,-0.03359,0.45978,0.54548,-0.32363,1.11458,-2.66960,-0.03740,0.03914,0.09274,0.58273,0.57820,0.23497,1.47633,-1.54508,-3.66141
0.94000,0.78572,-0.02894,0.37748,-0.03391,0.46089,0.54280,-0.31827,1.09571,-2.69067,-0.03681,0.03971,0.09298,0.58420,0.57664,0.23130,1.45330,-1.56788,-3.67061
0.94100,0.78569,-0.02848,0.37802,-0.03422,0.46197,0.54010,-0.31286,1.07682,-2.71162,-0.03623,0.04029,0.09321,0.58564,0.57506,0.22762,1.43021,-1.59061,-3.67967
0.94200,0.78566,-0.02801,0.37856,-0.03453,0.46304,0.53738,-0.30740,1.05790,-2.73246,-0.03564,0.04086,0.09343,0.58706,0.57346,0.22394,1.40706,-1.61328,-3.68858
0.94300,0.78562,-0.02755,0.37910,-0.03484,0.46409,0.53464,-0.30188,1.03895,-2.75318,-0.03505,0.04144,0.09365,0.58845,0.57184,0.22025,1.38385,-1.63589,-3.69735
0.94400,0.78559,-0.02709,0.37963,-0.03514,0.46512,0.53187,-0.29632,1.01999,-2.77378,-0.03446,0.04201,0.09387,0.58982,0.57019,0.21655,1.36060,-1.65843,-3.70597
0.94500,0.78555,-0.02662,0.38016,-0.03543,0.46613,0.52909,-0.29072,1.00099,-2.79427,-0.03387,0.04258,0.09409,0.59117,0.56852,0.21284,1.33728,-1.68091,-3.71445
0.94600,0.78551,-0.02615,0.38069,-0.03572,0.46712,0.52628,-0.28506,0.98198,-2.81463,-0.03328,0.04315,0.09430,0.59250,0.56683,0.20912,1.31392,-1.70332,-3.72278
0.94700,0.78548,-0.02569,0.38121,-0.03600,0.46809,0.52346,-0.27936,0.96295,-2.83488,-0.03269,0.04371,0.09451,0.59380,0.56511,0.20539,1.29050,-1.72566,-3.73096
0.94800,0.78544,-0.02522,0.38173,-0.03628,0.46905,0.52061,-0.27362,0.94390,-2.85500,-0.03209,0.04428,0.09471,0.59508,0.56338,0.20165,1.26703,-1.74794,-3.73899
0.94900,0.78541,-0.02475,0.38225,-0.03655,0.46998,0.51775,-0.26783,0.92482,-2.87501,-0.03150,0.04484,0.09491,0.59633,0.56162,0.19791,1.24352,-1.77015,-3.74688
0.95000,0.78537,-0.02428,0.38277,-0.03681,0.47090,0.51486,-0.26200,0.90573,-2.89489,-0.03090,0.04540,0.09511,0.59757,0.55984,0.19416,1.21995,-1.79228,-3.75462
0.95100,0.78533,-0.02381,0.38328,-0.03707,0.47179,0.51196,-0.25613,0.88663,-2.91465,-0.03030,0.04596,0.09530,0.59877,0.55803,0.19040,1.19634,-1.81435,-3.76221
0.95200,0.78530,-0.02333,0.38379,-0.03732,0.47267,0.50904,-0.25022,0.86750,-2.93429,-0.02970,0.04652,0.09549,0.59996,0.55621,0.18664,1.17267,-1.83634,-3.76965
0.95300,0.78526,-0.02286,0.38430,-0.03757,0.47353,0.50609,-0.24427,0.84837,-2.95380,-0.02910,0.04707,0.09567,0.60112,0.55436,0.18286,1.14896,-1.85826,-3.77695
0.95400,0.78522,-0.02239,0.38481,-0.03781,0.47437,0.50313,-0.23828,0.82921,-2.97319,-0.02850,0.04762,0.09585,0.60226,0.55249,0.17908,1.12521,-1.88011,-3.78409
0.95500,0.78518,-0.02191,0.38531,-0.03805,0.47519,0.50014,-0.23225,0.81005,-2.99246,-0.02790,0.04818,0.09603,0.60337,0.55060,0.17530,1.10141,-1.90189,-3.79109
0.95600,0.78514,-0.02144,0.38581,-0.03828,0.47599,0.49714,-0.22618,0.79087,-3.01160,-0.02730,0.04873,0.09620,0.60446,0.54869,0.17150,1.07757,-1.92359,-3.79793
0.95700,0.78511,-0.02096,0.38630,-0.03850,0.47677,0.49412,-0.22008,0.77168,-3.03062,-0.02669,0.04927,0.09637,0.60553,0.54675,0.16770,1.05369,-1.94521,-3.80463
0.95800,0.78507,-0.02048,0.38679,-0.03872,0.47753,0.49108,-0.21394,0.75248,-3.04951,-0.02608,0.04982,0.09654,0.60657,0.54480,0.16389,1.02976,-1.96676,-3.81117
0.95900,0.78503,-0.02000,0.38728,-0.03893,0.47827,0.48802,-0.20777,0.73327,-3.06827,-0.02548,0.05036,0.09670,0.60758,0.54282,0.16008,1.00579,-1.98822,-3.81757
0.96000,0.78499,-0.01953,0.38777,-0.03913,0.47900,0.48495,-0.20157,0.71405,-3.08690,-0.02487,0.05090,0.09686,0.60858,0.54082,0.15626,0.98179,-2.00961,-3.82381
0.96100,0.78495,-0.01905,0.38825,-0.03933,0.47970,0.48185,-0.19534,0.69482,-3.10541,-0.02426,0.05144,0.09701,0.60955,0.53880,0.15243,0.95774,-2.03093,-3.82991
0.96200,0.78491,-0.01857,0.38873,-0.03952,0.48039,0.47873,-0.18907,0.67559,-3.12379,-0.02365,0.05198,0.09716,0.61049,0.53676,0.14860,0.93366,-2.05216,-3.83585
0.96300,0.78487,-0.01809,0.38921,-0.03971,0.48105,0.47560,-0.18278,0.65635,-3.14204,-0.02304,0.05252,0.09731,0.61142,0.53470,0.14476,0.90954,-2.07331,-3.84164
0.96400,0.78483,-0.01760,0.38969,-0.03989,0.48170,0.47245,-0.17645,0.63710,-3.16016,-0.02243,0.05305,0.09745,0.61231,0.53261,0.14091,0.88539,-2.09437,-3.84728
0.96500,0.78479,-0.01712,0.39016,-0.04006,0.48233,0.46928,-0.17010,0.61785,-3.17816,-0.02181,0.05358,0.09759,0.61319,0.53051,0.13706,0.86119,-2.11536,-3.85276
0.96600,0.78475,-0.01664,0.39062,-0.04023,0.48293,0.46609,-0.16372,0.59860,-3.19602,-0.02120,0.05411,0.09773,0.61404,0.52838,0.13321,0.83697,-2.13626,-3.85810
0.96700,0.78471,-0.01616,0.39109,-0.04039,0.48352,0.46289,-0.15732,0.57934,-3.21375,-0.02059,0.05464,0.09786,0.61486,0.52623,0.12935,0.81271,-2.15708,-3.86328
0.96800,0.78467,-0.01567,0.39155,-0.04054,0.48409,0.45967,-0.15089,0.56008,-3.23135,-0.01997,0.05516,0.09799,0.61566,0.52407,0.12548,0.78842,-2.17781,-3.86831
0.96900,0.78463,-0.01519,0.39201,-0.04069,0.48464,0.45643,-0.14444,0.54082,-3.24881,-0.01935,0.05569,0.09811,0.61644,0.52188,0.12161,0.76410,-2.19846,-3.87319
0.97000,0.78459,-0.01470,0.39246,-0.04083,0.48518,0.45317,-0.13796,0.52156,-3.26615,-0.01874,0.05621,0.09823,0.61719,0.51967,0.11774,0.73975,-2.21902,-3.87791
0.97100,0.78455,-0.01422,0.39291,-0.04097,0.48569,0.44989,-0.13147,0.50230,-3.28335,-0.01812,0.05673,0.09834,0.61792,0.51744,0.11385,0.71537,-2.23949,-3.88249
0.97200,0.78451,-0.01373,0.39336,-0.04110,0.48618,0.44660,-0.12495,0.48304,-3.30042,-0.01750,0.05724,0.09846,0.61862,0.51519,0.10997,0.69096,-2.25987,-3.88690
0.97300,0.78447,-0.01325,0.39381,-0.04122,0.48665,0.44329,-0.11841,0.46379,-3.31736,-0.01688,0.05776,0.09856,0.61930,0.51292,0.10608,0.66653,-2.28017,-3.89117
0.97400,0.78442,-0.01276,0.39425,-0.04133,0.48711,0.43997,-0.11186,0.44453,-3.33416,-0.01626,0.05827,0.09867,0.61995,0.51063,0.10219,0.64207,-2.30037,-3.89528
0.97500,0.78438,-0.01227,0.39469,-0.04144,0.48754,0.43663,-0.10528,0.42528,-3.35083,-0.01564,0.05878,0.09877,0.62058,0.50832,0.09829,0.61758,-2.32048,-3.89924
0.97600,0.78434,-0.01178,0.39512,-0.04154,0.48796,0.43327,-0.09869,0.40603,-3.36736,-0.01502,0.05929,0.09887,0.62119,0.50599,0.09439,0.59307,-2.34050,-3.90304
0.97700,0.78430,-0.01130,0.39555,-0.04164,0.48835,0.42989,-0.09209,0.38679,-3.38376,-0.01440,0.05979,0.09896,0.62177,0.50364,0.09048,0.56853,-2.36043,-3.90669
0.97800,0.78426,-0.01081,0.39598,-0.04173,0.48873,0.42650,-0.08547,0.36756,-3.40002,-0.01378,0.06029,0.09905,0.62233,0.50127,0.08658,0.54397,-2.38027,-3.91018
0.97900,0.78422,-0.01032,0.39641,-0.04181,0.48909,0.42309,-0.07884,0.34833,-3.41614,-0.01316,0.06079,0.09913,0.62286,0.49888,0.08266,0.51940,-2.40001,-3.91353
0.98000,0.78417,-0.00983,0.39683,-0.04189,0.48943,0.41967,-0.07220,0.32910,-3.43213,-0.01253,0.06129,0.09921,0.62336,0.49647,0.07875,0.49480,-2.41966,-3.91671
0.98100,0.78413,-0.00934,0.39725,-0.04195,0.48975,0.41623,-0.06554,0.30989,-3.44798,-0.01191,0.06179,0.09929,0.62385,0.49404,0.07483,0.47018,-2.43921,-3.91974
0.98200,0.78409,-0.00885,0.39766,-0.04202,0.49005,0.41277,-0.05888,0.29068,-3.46370,-0.01129,0.06228,0.09936,0.62430,0.49159,0.07091,0.44554,-2.45867,-3.92262
0.98300,0.78405,-0.00836,0.39807,-0.04207,0.49033,0.40930,-0.05221,0.27149,-3.47927,-0.01066,0.06277,0.09943,0.62474,0.48912,0.06699,0.42088,-2.47803,-3.92534
0.98400,0.78401,-0.00787,0.39848,-0.04212,0.49059,0.40581,-0.04553,0.25230,-3.49471,-0.01004,0.06326,0.09950,0.62515,0.48663,0.06306,0.39621,-2.49729,-3.92791
0.98500,0.78396,-0.00738,0.39888,-0.04216,0.49083,0.40231,-0.03884,0.23313,-3.51001,-0.00941,0.06374,0.09956,0.62553,0.48413,0.05913,0.37152,-2.51645,-3.93032
0.98600,0.78392,-0.00689,0.39928,-0.04220,0.49106,0.39879,-0.03215,0.21396,-3.52517,-0.00879,0.06423,0.09961,0.62589,0.48160,0.05520,0.34682,-2.53551,-3.93258
0.98700,0.78388,-0.00640,0.39968,-0.04223,0.49126,0.39526,-0.02545,0.19481,-3.54019,-0.00816,0.06471,0.09967,0.62622,0.47906,0.05126,0.32211,-2.55447,-3.93468
0.98800,0.78384,-0.00590,0.40007,-0.04225,0.49145,0.39171,-0.01875,0.17567,-3.55508,-0.00753,0.06518,0.09972,0.62653,0.47649,0.04733,0.29738,-2.57334,-3.93663
0.98900,0.78380,-0.00541,0.40046,-0.04226,0.49161,0.38815,-0.01205,0.15655,-3.56982,-0.00691,0.06566,0.09976,0.62682,0.47391,0.04339,0.27264,-2.59210,-3.93842
0.99000,0.78375,-0.00492,0.40085,-0.04227,0.49176,0.38457,-0.00534,0.13743,-3.58442,-0.00628,0.06613,0.09980,0.62708,0.47131,0.03945,0.24789,-2.61075,-3.94005
0.99100,0.78371,-0.00443,0.40123,-0.04228,0.49189,0.38098,0.00136,0.11834,-3.59888,-0.00565,0.06660,0.09984,0.62731,0.46869,0.03551,0.22313,-2.62931,-3.94153
0.99200,0.78367,-0.00394,0.40161,-0.04227,0.49200,0.37737,0.00807,0.09926,-3.61320,-0.00502,0.06707,0.09987,0.62752,0.46605,0.03157,0.19836,-2.64776,-3.94286
0.99300,0.78363,-0.00345,0.40199,-0.04226,0.49209,0.37375,0.01477,0.08019,-3.62738,-0.00440,0.06753,0.09990,0.62771,0.46339,0.02763,0.17358,-2.66611,-3.94402
