0.000,0.000,0.000,1.100
0.017,0.000,0.000,1.099
0.033,0.001,0.001,1.097
0.050,0.001,0.001,1.096
0.067,0.001,0.001,1.095
0.083,0.002,0.002,1.093
0.100,0.002,0.002,1.092
0.117,0.002,0.002,1.091
0.133,0.003,0.003,1.089
0.150,0.003,0.003,1.088
0.167,0.003,0.003,1.087
0.183,0.004,0.004,1.085
0.200,0.004,0.004,1.084
0.217,0.004,0.004,1.083
0.233,0.005,0.005,1.081
0.250,0.005,0.005,1.080
0.267,0.005,0.005,1.079
0.283,0.006,0.006,1.077
0.300,0.006,0.006,1.076
0.317,0.006,0.006,1.075
0.333,0.007,0.007,1.073
0.350,0.007,0.007,1.072
0.367,0.007,0.007,1.071
0.383,0.008,0.008,1.069
0.400,0.008,0.008,1.068
0.417,0.008,0.008,1.067
0.433,0.009,0.009,1.065
0.450,0.009,0.009,1.064
0.467,0.009,0.009,1.063
0.483,0.010,0.010,1.061
0.500,0.010,0.010,1.060
0.517,0.010,0.010,1.059
0.533,0.011,0.011,1.057
0.550,0.011,0.011,1.056
0.567,0.011,0.011,1.055
0.583,0.012,0.012,1.053
0.600,0.012,0.012,1.052
0.617,0.012,0.012,1.051
0.633,0.013,0.013,1.049
0.650,0.013,0.013,1.048
0.667,0.013,0.013,1.047
0.683,0.014,0.014,1.045
0.700,0.014,0.014,1.044
0.717,0.014,0.014,1.043
0.733,0.015,0.015,1.041
0.750,0.015,0.015,1.040
0.767,0.015,0.015,1.039
0.783,0.016,0.016,1.037
0.800,0.016,0.016,1.036
0.817,0.016,0.016,1.035
0.833,0.017,0.017,1.033
0.850,0.017,0.017,1.032
0.867,0.017,0.017,1.031
0.883,0.018,0.018,1.029
0.900,0.018,0.018,1.028
0.917,0.018,0.018,1.027
0.933,0.019,0.019,1.025
0.950,0.019,0.019,1.024
0.967,0.019,0.019,1.023
0.983,0.020,0.020,1.021
1.000,0.020,0.020,1.020
1.017,0.020,0.020,1.019
1.033,0.021,0.021,1.017
1.050,0.021,0.021,1.016
1.067,0.021,0.021,1.015
1.083,0.022,0.022,1.013
1.100,0.022,0.022,1.012
1.117,0.022,0.022,1.011
1.133,0.023,0.023,1.009
1.150,0.023,0.023,1.008
1.167,0.023,0.023,1.007
1.183,0.024,0.024,1.005
1.200,0.024,0.024,1.004
1.217,0.024,0.024,1.003
1.233,0.025,0.025,1.001
1.250,0.025,0.025,1.000
1.267,0.025,0.025,0.998
1.283,0.026,0.026,0.997
1.300,0.026,0.026,0.996
1.317,0.026,0.026,0.994
1.333,0.027,0.027,0.993
1.350,0.027,0.027,0.992
1.367,0.027,0.027,0.990
1.383,0.028,0.028,0.989
1.400,0.028,0.028,0.988
1.417,0.028,0.028,0.986
1.433,0.029,0.029,0.985
1.450,0.029,0.029,0.984
1.467,0.029,0.029,0.982
1.483,0.030,0.030,0.981
1.500,0.030,0.030,0.980
1.517,0.030,0.030,0.978
1.533,0.031,0.031,0.977
1.550,0.031,0.031,0.976
1.567,0.031,0.031,0.974
1.583,0.032,0.032,0.973
1.600,0.032,0.032,0.972
1.617,0.032,0.032,0.970
1.633,0.033,0.033,0.969
1.650,0.033,0.033,0.968
1.667,0.033,0.033,0.966
1.683,0.034,0.034,0.965
1.700,0.034,0.034,0.964
1.717,0.034,0.034,0.962
1.733,0.035,0.035,0.961
1.750,0.035,0.035,0.960
1.767,0.035,0.035,0.958
1.783,0.036,0.036,0.957
1.800,0.036,0.036,0.956
1.817,0.036,0.036,0.954
1.833,0.037,0.037,0.953
1.850,0.037,0.037,0.952
1.867,0.037,0.037,0.950
1.883,0.038,0.038,0.949
1.900,0.038,0.038,0.948
1.917,0.038,0.038,0.946
1.933,0.039,0.039,0.945
1.950,0.039,0.039,0.944
1.967,0.039,0.039,0.942
1.983,0.040,0.040,0.941
2.000,0.040,0.040,0.940
2.017,0.040,0.040,0.938
2.033,0.041,0.041,0.937
2.050,0.041,0.041,0.936
2.067,0.041,0.041,0.934
2.083,0.042,0.042,0.933
2.100,0.042,0.042,0.932
2.117,0.042,0.042,0.930
2.133,0.043,0.043,0.929
2.150,0.043,0.043,0.928
2.167,0.043,0.043,0.926
2.183,0.044,0.044,0.925
2.200,0.044,0.044,0.924
2.217,0.044,0.044,0.922
2.233,0.045,0.045,0.921
2.250,0.045,0.045,0.920
2.267,0.045,0.045,0.918
2.283,0.046,0.046,0.917
2.300,0.046,0.046,0.916
2.317,0.046,0.046,0.914
2.333,0.047,0.047,0.913
2.350,0.047,0.047,0.912
2.367,0.047,0.047,0.910
2.383,0.048,0.048,0.909
2.400,0.048,0.048,0.908
2.417,0.048,0.048,0.906
2.433,0.049,0.049,0.905
2.450,0.049,0.049,0.904
2.467,0.049,0.049,0.902
2.483,0.050,0.050,0.901
2.500,0.050,0.050,0.900
2.517,0.050,0.050,0.898
2.533,0.051,0.051,0.897
2.550,0.051,0.051,0.896
2.567,0.051,0.051,0.894
2.583,0.052,0.052,0.893
2.600,0.052,0.052,0.892
2.617,0.052,0.052,0.890
2.633,0.053,0.053,0.889
2.650,0.053,0.053,0.888
2.667,0.053,0.053,0.886
2.683,0.054,0.054,0.885
2.700,0.054,0.054,0.884
2.717,0.054,0.054,0.882
2.733,0.055,0.055,0.881
2.750,0.055,0.055,0.880
2.767,0.055,0.055,0.878
2.783,0.056,0.056,0.877
2.800,0.056,0.056,0.876
2.817,0.056,0.056,0.874
2.833,0.057,0.057,0.873
2.850,0.057,0.057,0.872
2.867,0.057,0.057,0.870
2.883,0.058,0.058,0.869
2.900,0.058,0.058,0.868
2.917,0.058,0.058,0.866
2.933,0.059,0.059,0.865
2.950,0.059,0.059,0.864
2.967,0.059,0.059,0.862
2.983,0.060,0.060,0.861
3.000,0.060,0.060,0.860
3.017,0.060,0.060,0.858
3.033,0.061,0.061,0.857
3.050,0.061,0.061,0.856
3.067,0.061,0.061,0.854
3.083,0.062,0.062,0.853
3.100,0.062,0.062,0.852
3.117,0.062,0.062,0.850
3.133,0.063,0.063,0.849
3.150,0.063,0.063,0.848
3.167,0.063,0.063,0.846
