time,pos_x,pos_y,pos_z
0.00000,0.50000,0.00000,0.80000
0.00200,0.49984,0.00000,0.79994
0.00400,0.49937,0.00000,0.79975
0.00600,0.49858,0.00000,0.79943
0.00800,0.49748,0.00000,0.79899
0.01000,0.49606,0.00000,0.79842
0.01200,0.49433,0.00000,0.79773
0.01400,0.49228,0.00000,0.79691
0.01600,0.48993,0.00000,0.79597
0.01800,0.48726,0.00000,0.79491
0.02000,0.48429,0.00000,0.79372
0.02200,0.48101,0.00000,0.79241
0.02400,0.47743,0.00000,0.79097
0.02600,0.47355,0.00000,0.78942
0.02800,0.46937,0.00000,0.78775
0.03000,0.46489,0.00000,0.78596
0.03200,0.46012,0.00000,0.78405
0.03400,0.45505,0.00000,0.78202
0.03600,0.44970,0.00000,0.77988
0.03800,0.44407,0.00000,0.77763
0.04000,0.43815,0.00000,0.77526
0.04200,0.43196,0.00000,0.77278
0.04400,0.42550,0.00000,0.77020
0.04600,0.41876,0.00000,0.76751
0.04800,0.41177,0.00000,0.76471
0.05000,0.40451,0.00000,0.76180
0.05200,0.39700,0.00000,0.75880
0.05400,0.38923,0.00000,0.75569
0.05600,0.38122,0.00000,0.75249
0.05800,0.37297,0.00000,0.74919
0.06000,0.36448,0.00000,0.74579
0.06200,0.35577,0.00000,0.74231
0.06400,0.34683,0.00000,0.73873
0.06600,0.33767,0.00000,0.73507
0.06800,0.32829,0.00000,0.73132
0.07000,0.31871,0.00000,0.72748
0.07200,0.30893,0.00000,0.72357
0.07400,0.29895,0.00000,0.71958
0.07600,0.28879,0.00000,0.71551
0.07800,0.27844,0.00000,0.71138
0.08000,0.26791,0.00000,0.70717
0.08200,0.25722,0.00000,0.70289
0.08400,0.24636,0.00000,0.69855
0.08600,0.23535,0.00000,0.69414
0.08800,0.22419,0.00000,0.68968
0.09000,0.21289,0.00000,0.68516
0.09200,0.20145,0.00000,0.68058
0.09400,0.18989,0.00000,0.67596
0.09600,0.17821,0.00000,0.67128
0.09800,0.16641,0.00000,0.66656
0.10000,0.15451,0.00000,0.66180
0.10200,0.14251,0.00000,0.65700
0.10400,0.13042,0.00000,0.65217
0.10600,0.11825,0.00000,0.64730
0.10800,0.10600,0.00000,0.64240
0.11000,0.09369,0.00000,0.63748
0.11200,0.08132,0.00000,0.63253
0.11400,0.06890,0.00000,0.62756
0.11600,0.05643,0.00000,0.62257
0.11800,0.04393,0.00000,0.61757
0.12000,0.03140,0.00000,0.61256
0.12200,0.01885,0.00000,0.60754
0.12400,0.00628,0.00000,0.60251
0.12600,-0.00628,0.00000,0.59749
0.12800,-0.01885,0.00000,0.59246
0.13000,-0.03140,0.00000,0.58744
0.13200,-0.04393,0.00000,0.58243
0.13400,-0.05643,0.00000,0.57743
0.13600,-0.06890,0.00000,0.57244
0.13800,-0.08132,0.00000,0.56747
0.14000,-0.09369,0.00000,0.56252
0.14200,-0.10600,0.00000,0.55760
0.14400,-0.11825,0.00000,0.55270
0.14600,-0.13042,0.00000,0.54783
0.14800,-0.14251,0.00000,0.54300
0.15000,-0.15451,0.00000,0.53820
0.15200,-0.16641,0.00000,0.53344
0.15400,-0.17821,0.00000,0.52872
0.15600,-0.18989,0.00000,0.52404
0.15800,-0.20145,0.00000,0.51942
0.16000,-0.21289,0.00000,0.51484
0.16200,-0.22419,0.00000,0.51032
0.16400,-0.23535,0.00000,0.50586
0.16600,-0.24636,0.00000,0.50145
0.16800,-0.25722,0.00000,0.49711
0.17000,-0.26791,0.00000,0.49283
0.17200,-0.27844,0.00000,0.48862
0.17400,-0.28879,0.00000,0.48449
0.17600,-0.29895,0.00000,0.48042
0.17800,-0.30893,0.00000,0.47643
0.18000,-0.31871,0.00000,0.47252
0.18200,-0.32829,0.00000,0.46868
0.18400,-0.33767,0.00000,0.46493
0.18600,-0.34683,0.00000,0.46127
0.18800,-0.35577,0.00000,0.45769
0.19000,-0.36448,0.00000,0.45421
0.19200,-0.37297,0.00000,0.45081
0.19400,-0.38122,0.00000,0.44751
0.19600,-0.38923,0.00000,0.44431
0.19800,-0.39700,0.00000,0.44120
0.20000,-0.40451,0.00000,0.43820
0.20200,-0.41177,0.00000,0.43529
0.20400,-0.41876,0.00000,0.43249
0.20600,-0.42550,0.00000,0.42980
0.20800,-0.43196,0.00000,0.42722
0.21000,-0.43815,0.00000,0.42474
0.21200,-0.44407,0.00000,0.42237
0.21400,-0.44970,0.00000,0.42012
0.21600,-0.45505,0.00000,0.41798
0.21800,-0.46012,0.00000,0.41595
0.22000,-0.46489,0.00000,0.41404
0.22200,-0.46937,0.00000,0.41225
0.22400,-0.47355,0.00000,0.41058
0.22600,-0.47743,0.00000,0.40903
0.22800,-0.48101,0.00000,0.40759
0.23000,-0.48429,0.00000,0.40628
0.23200,-0.48726,0.00000,0.40509
0.23400,-0.48993,0.00000,0.40403
0.23600,-0.49228,0.00000,0.40309
0.23800,-0.49433,0.00000,0.40227
0.24000,-0.49606,0.00000,0.40158
0.24200,-0.49748,0.00000,0.40101
0.24400,-0.49858,0.00000,0.40057
